"Red - Light & Fruity,610"
"Red - Smooth & Supple,611"
"Red - Earthy & Spicy,612"
"Red - Big & Bold,613"
"White - Light & Crisp,614"
"White - Fruity & Smooth,615"
"White - Rich & Creamy,616"
"Sweet,617"
